Year,Month,Bank,State,City,Effective_Days,ATM_Type,ATM_ID,Quarter,Fin_Txn,Non_Fin_Txn,Monthly_Txn,Monthly_Revenue,MHA_Revenue,ATM_Revenue_Total,Rent,Electricity_Bill,ATM_AMC,UPS_AMC,VSAT_AMC,Spare_Rep_SLM,Spare_Rep_AC,Spare_Rep_UPS,Compensation,Penalty,ATM_Housekeeping,Security,Insurance,Total_Cost,Gross_Profit,Gross_Profit_Percent,Txn_Range_Current,Txn_Range_Previous,Txn_Range_Previous_2,Margin_Status,Revenue_Performance,Uptime,Profit_Category
2023,Jun,SBI,Jharkhand,Jamshedpur,25,Brown Label,SBIJJ151734,Q2,1378,704.37,2082.37,24191.85,4838.37,29030.22,21357,4164.74,4900,2535,1254,2370,1374,556,1884,1240,2303,4720,1155,49812.74,78842.96,271.59,Medium,High,High,Below 0%,Poor,99.02,Loss
2024,Jan,SBI,Jharkhand,Jamshedpur,28,Offsite,SBIJJ106070,Q1,1728,1054.36,2782.36,31191.8,6238.36,37430.16,24233,5564.72,4050,2514,2356,819,323,1474,1954,1073,1528,3962,1308,51158.72,88588.88,236.68,Medium,Medium,High,Below 0%,Poor,95.02,Loss
2024,Jul,SBI,Jharkhand,Deoghar,26,Onsite,SBIJD094110,Q3,1170,554.03,1724.03,20320.17,4064.03,24384.2,25743,3448.07,3271,2646,1008,2639,691,284,1699,1195,1309,3209,1051,48193.07,72577.26,297.64,Low,High,Low,Below 0%,Poor,91.35,Loss
2023,Sep,SBI,Jharkhand,Deoghar,28,Onsite,SBIJD015446,Q3,2311,1330.9,3641.9,41319.52,8263.9,49583.42,24574,7283.81,6292,2249,2717,1123,640,776,1907,1350,2204,3726,994,55835.81,105419.23,212.61,Medium,Medium,Low,Below 0%,Poor,91.91,Loss
2024,Sep,SBI,Jharkhand,Ranchi,30,Brown Label,SBIJR056750,Q3,861,279.0,1140.0,14310.0,2862.0,17172.0,23459,2280.0,4823,1242,2709,2416,1325,769,1747,1279,2672,3443,1040,49204.0,66376.0,386.54,Low,High,Medium,Below 0%,Poor,94.59,Loss
2024,Aug,SBI,Jharkhand,Bokaro,27,Offsite,SBIJB035327,Q3,2927,1555.38,4482.38,51681.88,10336.38,62018.26,21920,8964.75,3773,2700,1105,1508,882,552,1251,1342,2331,3213,1393,50934.75,112953.01,182.13,Medium,Medium,High,Above 0%,Poor,98.52,Low Profit
2024,May,SBI,Jharkhand,Ranchi,28,Offsite,SBIJR267970,Q2,1675,653.5,2328.5,28392.5,5678.5,34071.0,24065,4657.0,3959,1891,1359,2667,938,1443,1210,1007,2981,3872,1230,51279.0,85350.0,250.51,Medium,High,Medium,Below 0%,Poor,96.8,Loss
2023,Mar,SBI,Jharkhand,Jamshedpur,27,Offsite,SBIJJ045846,Q1,2816,1502.77,4318.77,49753.86,9950.77,59704.63,21189,8637.54,3154,1219,2684,1278,912,203,1954,1230,2111,3534,747,48852.54,108557.17,181.82,Medium,Low,High,Above 0%,Poor,96.47,Low Profit
2024,Dec,SBI,Jharkhand,Deoghar,30,Onsite,SBIJD188565,Q4,2239,925.47,3164.47,38212.33,7642.47,45854.79,19936,6328.93,6210,1941,1174,2043,1095,300,1023,1300,1112,3627,774,46863.93,92718.72,202.2,Medium,Low,Medium,Below 0%,Poor,91.07,Loss
2024,Mar,SBI,Jharkhand,Bokaro,25,Offsite,SBIJB277391,Q1,1745,1020.63,2765.63,31278.13,6255.63,37533.75,12451,5531.25,6209,2632,1158,2460,306,1043,1113,1432,2768,2684,1147,40934.25,78468.0,209.06,Medium,Low,Low,Below 0%,Poor,97.44,Loss
2024,Jul,SBI,Jharkhand,Dhanbad,30,Onsite,SBIJD133452,Q3,4118,2576.84,6694.84,74654.21,14930.84,89585.05,23462,13389.68,5590,1715,1344,2892,1565,1325,1037,1485,2208,2978,523,59513.68,149098.73,166.43,High,Low,Low,Above 0%,Poor,98.54,High Profit
2024,Jan,SBI,Jharkhand,Deoghar,30,Brown Label,SBIJD120147,Q1,2031,961.38,2992.38,35271.89,7054.38,42326.27,12523,5984.76,3730,2190,2922,2999,1082,653,1076,1008,1318,3821,1357,40663.76,82990.03,196.07,Medium,Low,High,Above 0%,Poor,95.76,Low Profit
2023,Oct,SBI,Jharkhand,Bokaro,26,Offsite,SBIJB208080,Q4,1829,809.63,2638.63,31483.16,6296.63,37779.8,21808,5277.27,4777,1824,2024,1529,1695,1468,1962,1483,1218,2406,1196,48667.27,86447.06,228.82,Medium,Low,High,Below 0%,Poor,93.78,Loss
2023,Jun,SBI,Jharkhand,Hazaribagh,29,Offsite,SBIJH103096,Q2,4504,3126.99,7630.99,83194.96,16638.99,99833.95,27287,15261.98,4809,2025,1479,721,698,994,1267,1067,1388,3886,1496,62378.98,162212.94,162.48,High,Medium,High,Above 0%,Poor,90.02,High Profit
2024,Mar,SBI,Jharkhand,Bokaro,30,Onsite,SBIJB249274,Q1,4802,1744.14,6546.14,80750.7,16150.14,96900.84,13927,13092.28,6744,2716,2282,1619,1494,921,1361,1459,1185,2523,1116,50439.28,147340.13,152.05,High,Low,Low,Above 0%,Poor,99.47,High Profit
2023,Jun,SBI,Jharkhand,Hazaribagh,30,Onsite,SBIJH093692,Q2,963,448.11,1411.11,16685.55,3337.11,20022.66,17938,2822.22,5480,1535,1280,899,1802,1147,1248,1277,1429,3607,1020,41484.22,61506.88,307.19,Low,Low,Medium,Below 0%,Poor,96.35,Loss
2023,Mar,SBI,Jharkhand,Dhanbad,29,Onsite,SBIJD029620,Q1,5674,2011.16,7685.16,95165.81,19033.16,114198.97,21915,15370.32,6326,1743,1385,1769,1606,413,1802,1473,1910,2799,764,59275.32,173474.29,151.91,High,Medium,Medium,Above 0%,Poor,93.0,High Profit
2024,Mar,SBI,Jharkhand,Hazaribagh,30,Brown Label,SBIJH080744,Q1,5260,2926.01,8186.01,93530.04,18706.01,112236.04,15673,16372.01,5579,2933,1783,879,201,536,1386,1185,1754,3835,1314,53430.01,165666.06,147.61,High,Low,Low,Above 0%,Poor,92.55,High Profit
2024,Jan,SBI,Jharkhand,Bokaro,25,Offsite,SBIJB114132,Q1,4497,1772.26,6269.26,76316.32,15263.26,91579.58,28994,12538.53,4647,2638,1703,2699,1711,985,1762,1041,1752,3022,849,64341.53,155921.11,170.26,High,Low,High,Above 0%,Poor,95.63,High Profit
2023,Jan,SBI,Jharkhand,Jamshedpur,25,Brown Label,SBIJJ204201,Q1,2436,982.24,3418.24,41451.22,8290.24,49741.46,21304,6836.49,5345,1781,2292,1335,1334,809,1168,1225,1997,3230,596,49252.49,98993.95,199.02,Medium,Low,Low,Above 0%,Poor,90.27,Low Profit
2023,Mar,SBI,Jharkhand,Hazaribagh,29,Onsite,SBIJH081682,Q1,5643,1761.74,7404.74,93453.69,18690.74,112144.43,13869,14809.48,6410,1965,2724,2080,1878,1098,1784,1453,2541,3907,1374,55892.48,168036.9,149.84,High,Medium,Medium,Above 0%,Poor,99.45,High Profit
2023,Feb,SBI,Jharkhand,Hazaribagh,25,Offsite,SBIJH095621,Q1,5018,2982.18,8000.18,90180.92,18036.18,108217.11,19440,16000.37,3225,1505,1123,2022,504,614,1253,1361,2961,4199,1098,55305.37,163522.48,151.11,High,Medium,Low,Above 0%,Poor,94.97,High Profit
2024,Nov,SBI,Jharkhand,Jamshedpur,30,Onsite,SBIJJ144629,Q4,3744,2234.41,5978.41,67332.03,13466.41,80798.44,22768,11956.81,3231,1346,2145,1741,1556,732,1611,1161,2568,4277,1396,56488.81,137287.25,169.91,High,Medium,High,Above 0%,Poor,97.24,High Profit
2024,Apr,SBI,Jharkhand,Ranchi,28,Offsite,SBIJR032811,Q2,5100,3406.7,8506.7,93533.51,18706.7,112240.21,27028,17013.4,5174,2235,1617,2546,1396,1306,1362,1254,1615,3459,1404,67409.4,179649.62,160.06,High,Medium,Low,Above 0%,Poor,97.89,High Profit
2024,May,SBI,Jharkhand,Jamshedpur,25,Offsite,SBIJJ218367,Q2,4116,2085.99,6201.99,72169.95,14433.99,86603.94,23955,12403.98,6913,1035,1459,2191,212,763,1121,1084,1968,4300,953,58357.98,144961.91,167.38,High,High,Medium,Above 0%,Poor,94.2,High Profit
2023,Dec,SBI,Jharkhand,Hazaribagh,29,Onsite,SBIJH109953,Q4,766,380.08,1146.08,13390.42,2678.08,16068.51,26230,2292.17,5720,1445,2773,2287,696,1217,1616,1164,2997,2461,763,51661.17,67729.67,421.51,Low,High,High,Below 0%,Poor,93.98,Loss
2024,Sep,SBI,Jharkhand,Bokaro,25,Brown Label,SBIJB113228,Q3,3930,1433.64,5363.64,66118.19,13223.64,79341.83,20045,10727.28,3369,1658,2382,1878,854,1005,1640,1121,2801,3758,1100,52338.28,131680.1,165.97,High,Low,High,Above 0%,Poor,90.52,High Profit
2024,Jul,SBI,Jharkhand,Dhanbad,29,Offsite,SBIJD230388,Q3,3016,1207.67,4223.67,51278.33,10255.67,61534.0,19550,8447.33,6020,1510,1395,2663,990,1194,1245,1319,2784,2352,1448,50917.33,112451.33,182.75,Medium,High,High,Above 0%,Poor,98.08,Low Profit
2024,Feb,SBI,Jharkhand,Ranchi,26,Onsite,SBIJR240124,Q1,1178,494.81,1672.81,20144.03,4028.81,24172.84,25182,3345.61,4367,1498,1339,2026,1244,512,1801,1330,1962,2275,663,47544.61,71717.45,296.69,Low,Low,Medium,Below 0%,Poor,98.81,Loss
2024,Aug,SBI,Jharkhand,Ranchi,30,Onsite,SBIJR300266,Q3,508,197.89,705.89,8609.44,1721.89,10331.33,28510,1411.78,6672,1750,1887,2540,1070,1091,1838,1431,1362,4056,790,54408.78,64740.1,626.64,Low,Medium,High,Below 0%,Poor,90.24,Loss
2024,Jun,SBI,Jharkhand,Jamshedpur,26,Offsite,SBIJJ303782,Q2,1886,866.88,2752.88,32624.39,6524.88,39149.26,28804,5505.75,5863,2676,2666,2315,332,345,1777,1420,1128,2480,1057,56368.75,95518.02,243.98,Medium,Medium,Low,Below 0%,Poor,99.52,Loss
2024,Jan,SBI,Jharkhand,Hazaribagh,28,Offsite,SBIJH041007,Q1,1750,757.65,2507.65,30038.26,6007.65,36045.91,19613,5015.3,6402,2280,2559,1128,684,274,1278,1152,2746,3499,812,47442.3,83488.21,231.62,Medium,High,High,Below 0%,Poor,90.35,Loss
2023,May,SBI,Jharkhand,Bokaro,26,Onsite,SBIJB235852,Q2,974,410.73,1384.73,16663.66,3332.73,19996.4,28266,2769.47,5612,2126,2574,1106,1479,1100,1870,1063,1549,3080,726,53320.47,73316.86,366.65,Low,Low,Medium,Below 0%,Poor,98.6,Loss
2024,Oct,SBI,Jharkhand,Bokaro,28,Offsite,SBIJB045124,Q4,2031,993.72,3024.72,35433.6,7086.72,42520.32,26657,6049.44,5049,2518,1877,1038,717,1253,1479,1194,1092,3156,1003,53082.44,95602.75,224.84,Medium,Medium,High,Below 0%,Poor,94.88,Loss
2023,Dec,SBI,Jharkhand,Bokaro,27,Brown Label,SBIJB283127,Q4,5427,3492.81,8919.81,98869.04,19773.81,118642.84,13708,17839.61,3686,2707,2457,1569,1930,652,1752,1475,2957,2203,633,53568.61,172211.46,145.15,High,Low,Low,Above 0%,Poor,92.91,High Profit
2024,Nov,SBI,Jharkhand,Jamshedpur,29,Onsite,SBIJJ023987,Q4,1124,750.19,1874.19,20610.93,4122.19,24733.12,21557,3748.37,5052,1829,1753,2871,1664,1405,1638,1446,2142,3255,1245,49605.37,74338.49,300.56,Low,Medium,Medium,Below 0%,Poor,93.94,Loss
2024,Aug,SBI,Jharkhand,Deoghar,27,Brown Label,SBIJD239439,Q3,4545,2381.58,6926.58,80082.92,16016.58,96099.5,24974,13853.17,4457,2926,1264,1757,706,956,1318,1152,2840,4670,995,61868.17,157967.67,164.38,High,High,Low,Above 0%,Poor,98.64,High Profit
2024,Jul,SBI,Jharkhand,Jamshedpur,25,Onsite,SBIJJ023836,Q3,530,249.34,779.34,9196.72,1839.34,11036.06,20871,1558.69,5230,1555,2755,2712,1650,1447,1339,1160,2426,3320,1439,47462.69,58498.75,530.07,Low,Medium,Low,Below 0%,Poor,92.16,Loss
2023,Jun,SBI,Jharkhand,Jamshedpur,25,Offsite,SBIJJ135887,Q2,2241,1495.99,3736.99,41094.97,8218.99,49313.96,18388,7473.99,5466,2820,1145,1124,249,1018,1751,1129,1297,3473,606,45939.99,95253.95,193.16,Medium,High,Low,Above 0%,Poor,94.5,Low Profit
2023,Sep,SBI,Jharkhand,Jamshedpur,30,Offsite,SBIJJ305418,Q3,1190,800.13,1990.13,21850.63,4370.13,26220.76,12118,3980.25,5200,1290,1560,2621,409,1079,1943,1498,1594,4706,571,38569.25,64790.01,247.09,Low,High,Medium,Below 0%,Poor,94.23,Loss
2024,Aug,SBI,Jharkhand,Deoghar,26,Offsite,SBIJD067248,Q3,890,486.96,1376.96,15784.81,3156.96,18941.78,24744,2753.93,3181,2892,2120,1909,961,1390,1604,1085,2197,3602,503,48941.93,67883.7,358.38,Low,Medium,High,Below 0%,Poor,91.31,Loss
2024,May,SBI,Jharkhand,Jamshedpur,29,Offsite,SBIJJ011807,Q2,762,519.14,1281.14,14025.71,2805.14,16830.85,18902,2562.28,6975,2994,1437,2586,1435,772,1052,1117,1419,2057,898,44206.28,61037.13,362.65,Low,High,Low,Below 0%,Poor,96.35,Loss
2023,Jan,SBI,Jharkhand,Jamshedpur,27,Onsite,SBIJJ266826,Q1,2514,914.01,3428.01,42280.03,8456.01,50736.03,27233,6856.01,4859,2265,2422,2085,321,208,1780,1369,2597,2850,643,55488.01,106224.04,209.37,Medium,Low,Medium,Below 0%,Poor,92.49,Loss
2024,Sep,SBI,Jharkhand,Bokaro,29,Onsite,SBIJB271235,Q3,1472,864.19,2336.19,26400.97,5280.19,31681.16,28730,4672.39,4555,2111,1668,1684,1963,1404,1523,1231,2637,2240,856,55274.39,86955.55,274.47,Medium,Medium,High,Below 0%,Poor,91.75,Loss
2023,Jun,SBI,Jharkhand,Ranchi,26,Brown Label,SBIJR177622,Q2,4933,2938.85,7871.85,88689.25,17737.85,106427.1,19055,15743.7,6495,2090,1429,653,1357,1451,1259,1321,2794,4149,1089,58885.7,165312.8,155.33,High,Low,Low,Above 0%,Poor,98.38,High Profit
2023,Nov,SBI,Jharkhand,Jamshedpur,26,Onsite,SBIJJ303283,Q4,1109,579.03,1688.03,19530.17,3906.03,23436.2,26980,3376.07,5120,2211,2935,2083,1393,1444,1452,1095,1442,4841,1478,55850.07,79286.27,338.31,Low,Medium,Medium,Below 0%,Poor,90.08,Loss
2024,Nov,SBI,Jharkhand,Deoghar,27,Brown Label,SBIJD201783,Q4,1134,363.36,1497.36,18826.8,3765.36,22592.16,17113,2994.72,6255,2678,1022,2301,1511,1316,1531,1342,2895,3096,736,44790.72,67382.88,298.26,Low,Medium,Medium,Below 0%,Poor,92.74,Loss
2023,May,SBI,Jharkhand,Jamshedpur,27,Onsite,SBIJJ046157,Q2,1967,712.79,2679.79,33068.93,6613.79,39682.72,25304,5359.57,4965,1528,2803,2338,609,1197,1132,1323,1803,4953,1416,54730.57,94413.29,237.92,Medium,Medium,Medium,Below 0%,Poor,91.71,Loss
2024,Sep,SBI,Jharkhand,Bokaro,26,Brown Label,SBIJB265850,Q3,3858,2500.93,6358.93,70374.63,14074.93,84449.56,16476,12717.85,5775,1401,1028,2784,1990,895,1219,1481,2820,2753,705,52044.85,136494.42,161.63,High,Low,High,Above 0%,Poor,95.08,High Profit
2024,Aug,SBI,Jharkhand,Bokaro,27,Offsite,SBIJB050321,Q3,5965,2318.01,8283.01,101065.04,20213.01,121278.05,28535,16566.02,3582,2687,2913,1578,1344,271,1305,1416,2276,4848,1030,68351.02,189629.06,156.36,High,Medium,Medium,Above 0%,Good,91.82,High Profit
2023,Apr,SBI,Jharkhand,Hazaribagh,27,Brown Label,SBIJH293790,Q2,713,402.03,1115.03,12705.17,2541.03,15246.2,16837,2230.07,5764,1404,1542,2164,523,718,1450,1428,1321,4879,611,40871.07,56117.27,368.07,Low,Medium,Low,Below 0%,Poor,96.98,Loss
2023,Jul,SBI,Jharkhand,Deoghar,28,Onsite,SBIJD046955,Q3,2965,1394.27,4359.27,51446.37,10289.27,61735.64,28648,8718.55,4497,1076,2675,1588,405,328,1692,1178,1939,2009,1420,56173.55,117909.19,190.99,Medium,Low,High,Above 0%,Poor,93.22,Low Profit
2023,Apr,SBI,Jharkhand,Deoghar,25,Offsite,SBIJD129091,Q2,1432,817.96,2249.96,25569.81,5113.96,30683.77,16764,4499.92,4771,1072,1974,1827,1433,647,1122,1295,2984,3411,1031,42830.92,73514.69,239.59,Medium,Medium,High,Below 0%,Poor,99.41,Loss
2024,Aug,SBI,Jharkhand,Dhanbad,25,Offsite,SBIJD054339,Q3,1740,1118.61,2858.61,31693.03,6338.61,38031.64,24093,5717.21,3761,1201,1995,2323,1549,392,1340,1315,2675,2580,902,49843.21,87874.85,231.06,Medium,Medium,Low,Below 0%,Poor,96.39,Loss
2024,Jan,SBI,Jharkhand,Bokaro,28,Onsite,SBIJB132403,Q1,1816,690.03,2506.03,30690.13,6138.03,36828.16,24996,5012.05,3528,2726,1607,1308,464,1457,1109,1377,1394,3785,847,49610.05,86438.21,234.71,Medium,High,Low,Below 0%,Poor,91.04,Loss
2024,Mar,SBI,Jharkhand,Dhanbad,26,Offsite,SBIJD091525,Q1,1893,993.84,2886.84,33364.19,6672.84,40037.02,12575,5773.67,5197,1966,1619,2960,1075,254,1821,1451,1169,2677,612,39149.67,79186.7,197.78,Medium,Medium,High,Above 0%,Poor,96.02,Low Profit
2024,Nov,SBI,Jharkhand,Ranchi,25,Offsite,SBIJR022053,Q4,1410,672.6,2082.6,24513.0,4902.6,29415.59,13652,4165.2,3941,1341,1665,1535,1084,1433,1696,1396,2900,2411,1480,38699.2,68114.79,231.56,Medium,Low,Medium,Below 0%,Poor,91.27,Loss
2024,Jul,SBI,Jharkhand,Bokaro,28,Onsite,SBIJB261704,Q3,2149,700.76,2849.76,35738.82,7147.76,42886.59,26151,5699.53,6768,2641,1203,2735,214,527,1070,1306,1983,4332,753,55382.53,98269.12,229.14,Medium,High,High,Below 0%,Poor,93.41,Loss
2024,Mar,SBI,Jharkhand,Hazaribagh,26,Offsite,SBIJH193593,Q1,2284,1273.34,3557.34,40626.71,8125.34,48752.05,24515,7114.68,4018,2674,2832,844,1823,1285,1986,1118,1686,4627,849,55371.68,104123.74,213.58,Medium,Medium,Medium,Below 0%,Poor,92.0,Loss
2024,Apr,SBI,Jharkhand,Jamshedpur,30,Offsite,SBIJJ154289,Q2,1335,668.7,2003.7,23368.48,4673.7,28042.18,17903,4007.39,5684,1574,2816,1002,1369,608,1343,1364,1969,4148,966,44753.39,72795.57,259.59,Medium,Low,High,Below 0%,Poor,92.47,Loss
2024,Dec,SBI,Jharkhand,Ranchi,29,Brown Label,SBIJR035234,Q4,2799,993.87,3792.87,46954.37,9390.87,56345.24,14662,7585.75,6423,2584,1948,1840,1176,1011,1378,1170,2007,3031,731,45546.75,101891.99,180.84,Medium,Low,Low,Above 0%,Poor,95.68,Low Profit
2024,Oct,SBI,Jharkhand,Ranchi,26,Brown Label,SBIJR043349,Q4,1002,462.35,1464.35,17341.75,3468.35,20810.1,13721,2928.7,6455,2777,1050,2983,1401,1206,1164,1026,1934,4499,801,41945.7,62755.8,301.56,Low,High,Low,Below 0%,Poor,98.49,Loss
2023,Jun,SBI,Jharkhand,Dhanbad,27,Offsite,SBIJD042388,Q2,5942,2082.46,8024.46,99542.3,19908.46,119450.76,19908,16048.92,3987,1183,2336,1325,901,1497,1145,1324,1853,4843,629,56979.92,176430.68,147.7,High,High,Low,Above 0%,Poor,97.29,High Profit
2023,May,SBI,Jharkhand,Jamshedpur,25,Onsite,SBIJJ244154,Q2,1080,568.86,1648.86,19044.29,3808.86,22853.14,15969,3297.71,5458,2714,1614,1703,1350,1221,1301,1483,2473,2414,1226,42223.71,65076.86,284.76,Low,High,Medium,Below 0%,Poor,96.73,Loss
2024,Nov,SBI,Jharkhand,Deoghar,30,Onsite,SBIJD178367,Q4,3833,1530.33,5363.33,65146.63,13029.33,78175.95,20251,10726.65,3444,2865,2164,1700,210,512,1677,1039,2709,3203,1430,51930.65,130106.6,166.43,High,Medium,High,Above 0%,Poor,98.75,High Profit
2024,Apr,SBI,Jharkhand,Bokaro,29,Offsite,SBIJB131991,Q2,2582,1048.05,3630.05,43970.26,8794.05,52764.31,19160,7260.1,3919,1158,2648,1567,1585,1473,1804,1120,1122,2949,635,46400.1,99164.42,187.94,Medium,Low,Medium,Above 0%,Poor,95.27,Low Profit
2023,Jun,SBI,Jharkhand,Deoghar,27,Offsite,SBIJD153575,Q2,5325,1974.51,7299.51,89747.53,17949.51,107697.04,19171,14599.01,6653,2903,1864,2439,966,1304,1785,1409,1128,2811,1228,58260.01,165957.05,154.1,High,Medium,Low,Above 0%,Poor,93.18,High Profit
2024,Aug,SBI,Jharkhand,Deoghar,28,Offsite,SBIJD275557,Q3,1361,426.11,1787.11,22545.57,4509.11,27054.68,18954,3574.23,4333,1828,1664,886,1664,803,1921,1443,2992,2564,1459,44085.23,71139.91,262.95,Low,Medium,Low,Below 0%,Poor,92.19,Loss
2024,Jun,SBI,Jharkhand,Deoghar,26,Offsite,SBIJD119942,Q2,1722,1148.34,2870.34,31571.72,6314.34,37886.07,19316,5740.69,6829,1605,2339,2190,551,1392,1768,1081,1270,3045,1025,48151.69,86037.75,227.1,Medium,Medium,Medium,Below 0%,Poor,90.34,Loss
2023,May,SBI,Jharkhand,Ranchi,30,Onsite,SBIJR235835,Q2,1989,1277.72,3266.72,36223.6,7244.72,43468.32,14690,6533.44,5247,2484,1749,724,1289,596,1339,1025,1824,2758,988,41246.44,84714.76,194.89,Medium,Low,High,Above 0%,Poor,94.72,Low Profit
2024,Jan,SBI,Jharkhand,Dhanbad,25,Offsite,SBIJD053035,Q1,2978,1678.85,4656.85,53064.26,10612.85,63677.11,22984,9313.7,5567,1437,1064,2568,933,820,1842,1385,1906,4669,647,55135.7,118812.81,186.59,Medium,Medium,Low,Above 0%,Poor,95.63,Low Profit
2023,Mar,SBI,Jharkhand,Dhanbad,26,Brown Label,SBIJD075752,Q1,5223,3223.06,8446.06,94460.28,18892.06,113352.34,14809,16892.11,3108,1900,1239,810,258,1240,1872,1471,1406,3981,539,49525.11,162877.46,143.69,High,High,High,Above 0%,Poor,92.54,High Profit
2024,Mar,SBI,Jharkhand,Hazaribagh,30,Brown Label,SBIJH096694,Q1,846,498.02,1344.02,15180.1,3036.02,18216.12,20307,2688.04,3135,2191,2541,1698,933,942,1133,1204,1793,2056,537,41158.04,59374.16,325.94,Low,Medium,High,Below 0%,Poor,99.84,Loss
2023,May,SBI,Jharkhand,Hazaribagh,29,Offsite,SBIJH021082,Q2,2236,1481.89,3717.89,40949.47,8189.89,49139.36,16023,7435.79,6878,2780,1097,2588,572,692,1399,1117,1782,3359,688,46410.79,95550.15,194.45,Medium,High,Low,Above 0%,Poor,97.55,Low Profit
2023,Jan,SBI,Jharkhand,Hazaribagh,25,Onsite,SBIJH211351,Q1,3585,1613.1,5198.1,61840.51,12368.1,74208.61,26134,10396.2,6086,1265,2715,1731,613,684,1315,1347,2783,4824,907,60800.2,135008.81,181.93,High,Low,Medium,Above 0%,Poor,91.69,Low Profit
2024,Jun,SBI,Jharkhand,Bokaro,26,Offsite,SBIJB077439,Q2,824,392.77,1216.77,14323.83,2864.77,17188.6,21492,2433.53,5913,2805,2019,815,314,1344,1164,1232,2141,4775,810,47257.53,64446.14,374.94,Low,Low,High,Below 0%,Poor,92.78,Loss
2023,Jun,SBI,Jharkhand,Jamshedpur,27,Onsite,SBIJJ260730,Q2,1921,1013.59,2934.59,33882.94,6776.59,40659.53,18066,5869.18,6890,2552,1093,886,1436,1178,1370,1399,2945,2861,791,47336.18,87995.71,216.42,Medium,High,Low,Below 0%,Poor,91.79,Loss
2024,Sep,SBI,Jharkhand,Dhanbad,28,Brown Label,SBIJD279482,Q3,1127,380.83,1507.83,18809.15,3761.83,22570.98,26469,3015.66,5156,2282,2226,810,1832,709,1742,1292,1150,3815,973,51471.66,74042.64,328.04,Low,Low,High,Below 0%,Poor,99.03,Loss
2023,Aug,SBI,Jharkhand,Bokaro,26,Brown Label,SBIJB174488,Q3,5757,2302.48,8059.48,97867.39,19573.48,117440.87,12439,16118.96,6414,2929,2927,2830,1055,1164,1833,1206,2458,4477,1437,57287.96,174728.83,148.78,High,Medium,Medium,Above 0%,Poor,90.85,High Profit
2024,Feb,SBI,Jharkhand,Hazaribagh,26,Onsite,SBIJH175250,Q1,3225,2162.83,5387.83,59189.16,11837.83,71026.99,13582,10775.66,5224,2298,2794,1558,498,1111,1263,1361,1112,4541,703,46820.66,117847.65,165.92,High,High,Low,Above 0%,Poor,94.07,High Profit
2024,Mar,SBI,Jharkhand,Dhanbad,26,Onsite,SBIJD084022,Q1,819,376.61,1195.61,14168.04,2833.61,17001.65,24815,2391.22,5162,1747,1065,938,1480,864,1832,1170,2083,4048,907,48502.22,65503.87,385.28,Low,Medium,High,Below 0%,Poor,98.42,Loss
2024,May,SBI,Jharkhand,Dhanbad,26,Brown Label,SBIJD254583,Q2,1425,864.97,2289.97,25699.85,5139.97,30839.82,25683,4579.94,3913,1412,2265,2610,1672,1296,1786,1387,2890,2331,669,52493.94,83333.76,270.21,Medium,High,High,Below 0%,Poor,90.81,Loss
2024,Jan,SBI,Jharkhand,Deoghar,28,Offsite,SBIJD011926,Q1,962,298.88,1260.88,15924.41,3184.88,19109.29,26731,2521.76,5615,1985,2358,1591,1359,1266,1739,1320,1252,3301,685,51723.76,70833.05,370.67,Low,High,Medium,Below 0%,Poor,96.99,Loss
2024,Oct,SBI,Jharkhand,Hazaribagh,29,Onsite,SBIJH244794,Q4,1177,556.44,1733.44,20437.21,4087.44,24524.65,16122,3466.88,4036,2331,1847,1529,1853,1111,1732,1062,1253,3366,1196,40904.88,65429.53,266.79,Low,Low,Medium,Below 0%,Poor,95.51,Loss
2024,Jun,SBI,Jharkhand,Hazaribagh,25,Offsite,SBIJH272092,Q2,3710,2399.5,6109.5,67647.51,13529.5,81177.02,25655,12219.01,3329,1389,2473,1298,785,1246,1931,1442,1805,2499,1266,57337.01,138514.02,170.63,High,High,High,Above 0%,Poor,93.75,High Profit
2023,Apr,SBI,Jharkhand,Ranchi,29,Onsite,SBIJR018238,Q2,1213,826.66,2039.66,22328.32,4465.66,26793.98,23556,4079.33,3639,2218,1833,541,619,785,1192,1211,2528,3217,1243,46661.33,73455.31,274.15,Medium,High,Low,Below 0%,Poor,91.43,Loss
2024,May,SBI,Jharkhand,Deoghar,27,Brown Label,SBIJD250069,Q2,5564,2745.88,8309.88,97189.38,19437.88,116627.25,28966,16619.75,4565,2994,1044,686,696,969,1131,1486,1198,4490,1210,66054.75,182682.0,156.64,High,Medium,Medium,Above 0%,Poor,93.71,High Profit
2024,Sep,SBI,Jharkhand,Dhanbad,30,Offsite,SBIJD110526,Q3,1705,860.84,2565.84,29879.22,5975.84,35855.07,18455,5131.69,6627,2530,1217,1861,1660,509,1687,1443,2435,2464,1496,47515.69,83370.76,232.52,Medium,Medium,High,Below 0%,Poor,98.62,Loss
2024,May,SBI,Jharkhand,Jamshedpur,25,Offsite,SBIJJ111615,Q2,5243,2481.51,7724.51,91052.56,18210.51,109263.07,18977,15449.02,5122,1226,2695,1069,1513,1343,1123,1136,2376,2580,1464,56073.02,165336.1,151.32,High,High,Medium,Above 0%,Poor,91.12,High Profit
